Role,Module,Screen,Issue Found,Issue Fixed,Status,Route,Pass/Fail,HTTP
Auditor,Frameworks,Framework — DB Baselining,,,PASS,/framework/DB%20Baselining,PASS,200
Auditor,Frameworks,Framework — DPSC,,,PASS,/framework/DPSC,PASS,200
Auditor,Frameworks,Framework — ISG,,,PASS,/framework/ISG,PASS,200
Auditor,Frameworks,Framework — ISO27001,,,PASS,/framework/ISO27001,PASS,200
Auditor,Frameworks,Framework — ITDRM,,,PASS,/framework/ITDRM,PASS,200
Auditor,Frameworks,Framework — ITPP,,,PASS,/framework/ITPP,PASS,200
Auditor,Frameworks,Framework — Nginx Baselining,,,PASS,/framework/Nginx%20Baselining,PASS,200
Auditor,Frameworks,Framework — OS Baselining,,,PASS,/framework/OS%20Baselining,PASS,200
Auditor,Frameworks,Framework — PCI DSS,,,PASS,/framework/PCI%20DSS,PASS,200
Auditor,Frameworks,Framework — RBI Cyber Security,,,PASS,/framework/RBI%20Cyber%20Security,PASS,200
Auditor,Frameworks,Framework — SOC2,,,PASS,/framework/SOC2,PASS,200
Auditor,Frameworks,Framework — VAPT,,,PASS,/framework/VAPT,PASS,200
Auditor,Operations,AI Ops Summary — Business,,,PASS,/mvp/ai-ops-assistant/summary/business,PASS,200
Auditor,Operations,AI Ops Summary — Technical,,,PASS,/mvp/ai-ops-assistant/summary/technical,PASS,200
Auditor,Operations,AI Ops Summary — Executive,,,PASS,/mvp/ai-ops-assistant/summary/executive,PASS,200
Auditor,Operations,AI Ops Summary — Audit,,,PASS,/mvp/ai-ops-assistant/summary/audit,PASS,200
Auditor,Operations,AI Ops Summary — Compliance,,,PASS,/mvp/ai-ops-assistant/summary/compliance,PASS,200
Auditor,Operations,AI Ops Summary — Evidence,,,PASS,/mvp/ai-ops-assistant/summary/evidence,PASS,200
Auditor,Operations,AI Ops Summary — Incident,,,PASS,/mvp/ai-ops-assistant/summary/incident,PASS,200
Auditor,Operations,AI Ops Summary — Root_Cause,,,PASS,/mvp/ai-ops-assistant/summary/root_cause,PASS,200
Auditor,AI SDLC Governance,AI SDLC Report Detail,,,PASS,/mvp/ai-sdlc/reports/app-compliance,PASS,200
Auditor,AI SDLC Governance,AI SDLC Evidence Viewer,,,PASS,/mvp/ai-sdlc/evidence/view/EV-AISDLC-0001,PASS,200
Auditor,Evidence,Evidence Review — ASST,,,PASS,/evidence/review?framework_name=ASST&control_name=ASST-01%20%E2%80%94%20Application%20Security%20Posture&evidence_id=EVD-ASS-011,PASS,200
Compliance Officer,Executive Overview,Main Dashboard,,,PASS,/dashboard,PASS,200
Compliance Officer,Executive Overview,CIO Evidence Analytics,,,PASS,/dashboard/cio,PASS,200
Compliance Officer,Executive Overview,Vertical Head Dashboard,,,PASS,/dashboard/vertical-head,PASS,200
Compliance Officer,Executive Overview,Compliance Dashboard,,,PASS,/dashboard/compliance-head,PASS,200
Compliance Officer,Executive Overview,Functional Head Dashboard,,,PASS,/dashboard/functional-head,PASS,200
Compliance Officer,Executive Overview,Demo Overview,,,PASS,/mvp/demo-overview,PASS,200
Compliance Officer,Executive Overview,Enterprise,,,PASS,/mvp/enterprise,PASS,200
Compliance Officer,Executive Overview,Pan India,,,PASS,/mvp/pan-india,PASS,200
Compliance Officer,Executive Overview,Reports,,,PASS,/mvp/reports,PASS,200
Compliance Officer,Executive Overview,Trends,,,PASS,/mvp/trends,PASS,200
Compliance Officer,Frameworks,Framework Loader,,,PASS,/mvp/framework-loader,PASS,200
Compliance Officer,Frameworks,Framework Administration,,,PASS,/mvp/framework-admin,PASS,200
Compliance Officer,Operations,Scheduler,,,PASS,/mvp/scheduler,PASS,200
Compliance Officer,Operations,AI Ops Assistant,,,PASS,/mvp/ai-ops-assistant,PASS,200
Compliance Officer,Operations,Bulk Upload,,,PASS,/mvp/upload,PASS,200
Compliance Officer,Operations,Bulk Upload Hub,,,PASS,/mvp/bulk-upload,PASS,200
Compliance Officer,Operations,Integrations,,,PASS,/mvp/integrations,PASS,200
Compliance Officer,Operations,Onboarding,,,PASS,/mvp/onboarding,PASS,200
Compliance Officer,Operations,Integrations Hub,,,PASS,/mvp/integrations-hub,PASS,200
Compliance Officer,Governance,Audit Prep,,,PASS,/mvp/audit-prep,PASS,200
Compliance Officer,Governance,Evidence Health,,,PASS,/mvp/evidence-health,PASS,200
Compliance Officer,Governance,Evidence Reuse,,,PASS,/mvp/reuse,PASS,200
Compliance Officer,Governance,Lifecycle,,,PASS,/mvp/lifecycle,PASS,200
Compliance Officer,Governance,Completeness,,,PASS,/mvp/completeness,PASS,200
Compliance Officer,Governance,App Comparison,,,PASS,/mvp/comparison,PASS,200
Compliance Officer,Governance,Search,,,PASS,/mvp/search,PASS,200
Compliance Officer,Governance,Evidence Approval Analytics,,,PASS,/mvp/evidence-approval,PASS,200
Compliance Officer,Governance,Close Gap Workflow,,,PASS,/mvp/workflow/close-gap,PASS,200
Compliance Officer,Governance,Assign Owner Workflow,,,PASS,/mvp/workflow/assign-owner,PASS,200
Compliance Officer,Governance,Upload Missing Workflow,,,PASS,/mvp/workflow/upload-missing,PASS,200
Compliance Officer,Governance,Mock Audit,,,PASS,/mvp/workflow/mock-audit,PASS,200
Compliance Officer,Enterprise GRC,Risk Register,,,PASS,/mvp/risk-register,PASS,200
Compliance Officer,Enterprise GRC,Exceptions / TD,,,PASS,/mvp/exceptions,PASS,200
Compliance Officer,Enterprise GRC,Exception Governance,,,PASS,/mvp/exception-governance,PASS,200
Compliance Officer,Enterprise GRC,CMDB / Assets,,,PASS,/mvp/cmdb,PASS,200
Compliance Officer,Enterprise GRC,Regulatory Mapping,,,PASS,/mvp/regulatory,PASS,200
Compliance Officer,Enterprise GRC,Executive Heatmaps,,,PASS,/mvp/heatmaps,PASS,200
Compliance Officer,Enterprise GRC,Cross-Tool Correlation,,,PASS,/mvp/correlation,PASS,200
Compliance Officer,Enterprise GRC,Governance Analytics,,,PASS,/mvp/governance-analytics,PASS,200
Compliance Officer,AI SDLC Governance,AI SDLC Home,,,PASS,/mvp/ai-sdlc,PASS,200
Compliance Officer,AI SDLC Governance,AI SDLC Control Tower,,,PASS,/mvp/ai-sdlc/control-tower,PASS,200
Compliance Officer,AI SDLC Governance,Application Onboarding,,,PASS,/mvp/ai-sdlc/onboarding,PASS,200
Compliance Officer,AI SDLC Governance,Requirements,,,PASS,/mvp/ai-sdlc/requirements,PASS,200
Compliance Officer,AI SDLC Governance,Design,,,PASS,/mvp/ai-sdlc/design,PASS,200
Compliance Officer,AI SDLC Governance,Development,,,PASS,/mvp/ai-sdlc/development,PASS,200
Compliance Officer,AI SDLC Governance,Testing,,,PASS,/mvp/ai-sdlc/testing,PASS,200
Compliance Officer,AI SDLC Governance,Go-Live,,,PASS,/mvp/ai-sdlc/golive,PASS,200
Compliance Officer,AI SDLC Governance,Evidence Collection,,,PASS,/mvp/ai-sdlc/evidence,PASS,200
Compliance Officer,AI SDLC Governance,Findings & Remediation,,,PASS,/mvp/ai-sdlc/findings,PASS,200
Compliance Officer,AI SDLC Governance,AI SDLC Reports,,,PASS,/mvp/ai-sdlc/reports,PASS,200
Compliance Officer,AI SDLC Governance,AI Governance,,,PASS,/mvp/ai-governance,PASS,200
Compliance Officer,AI SDLC Governance,AI Registry,,,PASS,/mvp/ai-registry,PASS,200
Compliance Officer,AI SDLC Governance,SDLC Gates,,,PASS,/mvp/sdlc-gates,PASS,200
Compliance Officer,AI SDLC Governance,Governance Quality,,,PASS,/mvp/governance-quality,PASS,200
Compliance Officer,Executive Overview,Compliance Dashboard,,,PASS,/dashboard/compliance-head,PASS,200
Compliance Officer,Frameworks,Framework — ASST,,,PASS,/framework/ASST,PASS,200
Compliance Officer,Frameworks,Framework — AppSec,,,PASS,/framework/AppSec,PASS,200
Compliance Officer,Frameworks,Framework — CSITE,,,PASS,/framework/CSITE,PASS,200
Compliance Officer,Frameworks,Framework — DB Baselining,,,PASS,/framework/DB%20Baselining,PASS,200
Compliance Officer,Frameworks,Framework — DPSC,,,PASS,/framework/DPSC,PASS,200
Compliance Officer,Frameworks,Framework — ISG,,,PASS,/framework/ISG,PASS,200
Compliance Officer,Frameworks,Framework — ISO27001,,,PASS,/framework/ISO27001,PASS,200
Compliance Officer,Frameworks,Framework — ITDRM,,,PASS,/framework/ITDRM,PASS,200
Compliance Officer,Frameworks,Framework — ITPP,,,PASS,/framework/ITPP,PASS,200
Compliance Officer,Frameworks,Framework — Nginx Baselining,,,PASS,/framework/Nginx%20Baselining,PASS,200
Compliance Officer,Frameworks,Framework — OS Baselining,,,PASS,/framework/OS%20Baselining,PASS,200
Compliance Officer,Frameworks,Framework — PCI DSS,,,PASS,/framework/PCI%20DSS,PASS,200
Compliance Officer,Frameworks,Framework — RBI Cyber Security,,,PASS,/framework/RBI%20Cyber%20Security,PASS,200
Compliance Officer,Frameworks,Framework — SOC2,,,PASS,/framework/SOC2,PASS,200
Compliance Officer,Frameworks,Framework — VAPT,,,PASS,/framework/VAPT,PASS,200
Compliance Officer,Operations,AI Ops Summary — Business,,,PASS,/mvp/ai-ops-assistant/summary/business,PASS,200
Compliance Officer,Operations,AI Ops Summary — Technical,,,PASS,/mvp/ai-ops-assistant/summary/technical,PASS,200
Compliance Officer,Operations,AI Ops Summary — Executive,,,PASS,/mvp/ai-ops-assistant/summary/executive,PASS,200
Compliance Officer,Operations,AI Ops Summary — Audit,,,PASS,/mvp/ai-ops-assistant/summary/audit,PASS,200
Compliance Officer,Operations,AI Ops Summary — Compliance,,,PASS,/mvp/ai-ops-assistant/summary/compliance,PASS,200
Compliance Officer,Operations,AI Ops Summary — Evidence,,,PASS,/mvp/ai-ops-assistant/summary/evidence,PASS,200
Compliance Officer,Operations,AI Ops Summary — Incident,,,PASS,/mvp/ai-ops-assistant/summary/incident,PASS,200
Compliance Officer,Operations,AI Ops Summary — Root_Cause,,,PASS,/mvp/ai-ops-assistant/summary/root_cause,PASS,200
Compliance Officer,AI SDLC Governance,AI SDLC Report Detail,,,PASS,/mvp/ai-sdlc/reports/app-compliance,PASS,200
Compliance Officer,AI SDLC Governance,AI SDLC Evidence Viewer,,,PASS,/mvp/ai-sdlc/evidence/view/EV-AISDLC-0001,PASS,200
Compliance Officer,Evidence,Evidence Review — ASST,,,PASS,/evidence/review?framework_name=ASST&control_name=ASST-01%20%E2%80%94%20Application%20Security%20Posture&evidence_id=EVD-ASS-011,PASS,200
Security Officer,Executive Overview,Main Dashboard,,,PASS,/dashboard,PASS,200
Security Officer,Executive Overview,CIO Evidence Analytics,,,PASS,/dashboard/cio,PASS,200
Security Officer,Executive Overview,Vertical Head Dashboard,,,PASS,/dashboard/vertical-head,PASS,200
Security Officer,Executive Overview,Compliance Dashboard,,,PASS,/dashboard/compliance-head,PASS,200
Security Officer,Executive Overview,Functional Head Dashboard,,,PASS,/dashboard/functional-head,PASS,200
Security Officer,Executive Overview,Demo Overview,,,PASS,/mvp/demo-overview,PASS,200
Security Officer,Executive Overview,Enterprise,,,PASS,/mvp/enterprise,PASS,200
Security Officer,Executive Overview,Pan India,,,PASS,/mvp/pan-india,PASS,200
Security Officer,Executive Overview,Reports,,,PASS,/mvp/reports,PASS,200
Security Officer,Executive Overview,Trends,,,PASS,/mvp/trends,PASS,200
Security Officer,Frameworks,Framework Loader,,,PASS,/mvp/framework-loader,PASS,200
Security Officer,Frameworks,Framework Administration,,,PASS,/mvp/framework-admin,PASS,200
Security Officer,Operations,Scheduler,,,PASS,/mvp/scheduler,PASS,200
Security Officer,Operations,AI Ops Assistant,,,PASS,/mvp/ai-ops-assistant,PASS,200
Security Officer,Operations,Bulk Upload,,,PASS,/mvp/upload,PASS,200
Security Officer,Operations,Bulk Upload Hub,,,PASS,/mvp/bulk-upload,PASS,200
Security Officer,Operations,Integrations,,,PASS,/mvp/integrations,PASS,200
Security Officer,Operations,Onboarding,,,PASS,/mvp/onboarding,PASS,200
Security Officer,Operations,Integrations Hub,,,PASS,/mvp/integrations-hub,PASS,200
Security Officer,Governance,Audit Prep,,,PASS,/mvp/audit-prep,PASS,200
Security Officer,Governance,Evidence Health,,,PASS,/mvp/evidence-health,PASS,200
Security Officer,Governance,Evidence Reuse,,,PASS,/mvp/reuse,PASS,200
Security Officer,Governance,Lifecycle,,,PASS,/mvp/lifecycle,PASS,200
Security Officer,Governance,Completeness,,,PASS,/mvp/completeness,PASS,200
Security Officer,Governance,App Comparison,,,PASS,/mvp/comparison,PASS,200
Security Officer,Governance,Search,,,PASS,/mvp/search,PASS,200
Security Officer,Governance,Evidence Approval Analytics,,,PASS,/mvp/evidence-approval,PASS,200
Security Officer,Governance,Close Gap Workflow,,,PASS,/mvp/workflow/close-gap,PASS,200
Security Officer,Governance,Assign Owner Workflow,,,PASS,/mvp/workflow/assign-owner,PASS,200
Security Officer,Governance,Upload Missing Workflow,,,PASS,/mvp/workflow/upload-missing,PASS,200
Security Officer,Governance,Mock Audit,,,PASS,/mvp/workflow/mock-audit,PASS,200
Security Officer,Enterprise GRC,Risk Register,,,PASS,/mvp/risk-register,PASS,200
Security Officer,Enterprise GRC,Exceptions / TD,,,PASS,/mvp/exceptions,PASS,200
Security Officer,Enterprise GRC,Exception Governance,,,PASS,/mvp/exception-governance,PASS,200
Security Officer,Enterprise GRC,CMDB / Assets,,,PASS,/mvp/cmdb,PASS,200
Security Officer,Enterprise GRC,Regulatory Mapping,,,PASS,/mvp/regulatory,PASS,200
Security Officer,Enterprise GRC,Executive Heatmaps,,,PASS,/mvp/heatmaps,PASS,200
Security Officer,Enterprise GRC,Cross-Tool Correlation,,,PASS,/mvp/correlation,PASS,200
Security Officer,Enterprise GRC,Governance Analytics,,,PASS,/mvp/governance-analytics,PASS,200
Security Officer,AI SDLC Governance,AI SDLC Home,,,PASS,/mvp/ai-sdlc,PASS,200
Security Officer,AI SDLC Governance,AI SDLC Control Tower,,,PASS,/mvp/ai-sdlc/control-tower,PASS,200
Security Officer,AI SDLC Governance,Application Onboarding,,,PASS,/mvp/ai-sdlc/onboarding,PASS,200
Security Officer,AI SDLC Governance,Requirements,,,PASS,/mvp/ai-sdlc/requirements,PASS,200
Security Officer,AI SDLC Governance,Design,,,PASS,/mvp/ai-sdlc/design,PASS,200
Security Officer,AI SDLC Governance,Development,,,PASS,/mvp/ai-sdlc/development,PASS,200
Security Officer,AI SDLC Governance,Testing,,,PASS,/mvp/ai-sdlc/testing,PASS,200
Security Officer,AI SDLC Governance,Go-Live,,,PASS,/mvp/ai-sdlc/golive,PASS,200
Security Officer,AI SDLC Governance,Evidence Collection,,,PASS,/mvp/ai-sdlc/evidence,PASS,200
Security Officer,AI SDLC Governance,Findings & Remediation,,,PASS,/mvp/ai-sdlc/findings,PASS,200
Security Officer,AI SDLC Governance,AI SDLC Reports,,,PASS,/mvp/ai-sdlc/reports,PASS,200
Security Officer,AI SDLC Governance,AI Governance,,,PASS,/mvp/ai-governance,PASS,200
Security Officer,AI SDLC Governance,AI Registry,,,PASS,/mvp/ai-registry,PASS,200
Security Officer,AI SDLC Governance,SDLC Gates,,,PASS,/mvp/sdlc-gates,PASS,200
Security Officer,AI SDLC Governance,Governance Quality,,,PASS,/mvp/governance-quality,PASS,200
Security Officer,Executive Overview,Compliance Dashboard,,,PASS,/dashboard/compliance-head,PASS,200
Security Officer,Frameworks,Framework — ASST,,,PASS,/framework/ASST,PASS,200
Security Officer,Frameworks,Framework — AppSec,,,PASS,/framework/AppSec,PASS,200
Security Officer,Frameworks,Framework — CSITE,,,PASS,/framework/CSITE,PASS,200
Security Officer,Frameworks,Framework — DB Baselining,,,PASS,/framework/DB%20Baselining,PASS,200
Security Officer,Frameworks,Framework — DPSC,,,PASS,/framework/DPSC,PASS,200
Security Officer,Frameworks,Framework — ISG,,,PASS,/framework/ISG,PASS,200
Security Officer,Frameworks,Framework — ISO27001,,,PASS,/framework/ISO27001,PASS,200
Security Officer,Frameworks,Framework — ITDRM,,,PASS,/framework/ITDRM,PASS,200
Security Officer,Frameworks,Framework — ITPP,,,PASS,/framework/ITPP,PASS,200
Security Officer,Frameworks,Framework — Nginx Baselining,,,PASS,/framework/Nginx%20Baselining,PASS,200
Security Officer,Frameworks,Framework — OS Baselining,,,PASS,/framework/OS%20Baselining,PASS,200
Security Officer,Frameworks,Framework — PCI DSS,,,PASS,/framework/PCI%20DSS,PASS,200
Security Officer,Frameworks,Framework — RBI Cyber Security,,,PASS,/framework/RBI%20Cyber%20Security,PASS,200
Security Officer,Frameworks,Framework — SOC2,,,PASS,/framework/SOC2,PASS,200
Security Officer,Frameworks,Framework — VAPT,,,PASS,/framework/VAPT,PASS,200
Security Officer,Operations,AI Ops Summary — Business,,,PASS,/mvp/ai-ops-assistant/summary/business,PASS,200
Security Officer,Operations,AI Ops Summary — Technical,,,PASS,/mvp/ai-ops-assistant/summary/technical,PASS,200
Security Officer,Operations,AI Ops Summary — Executive,,,PASS,/mvp/ai-ops-assistant/summary/executive,PASS,200
Security Officer,Operations,AI Ops Summary — Audit,,,PASS,/mvp/ai-ops-assistant/summary/audit,PASS,200
Security Officer,Operations,AI Ops Summary — Compliance,,,PASS,/mvp/ai-ops-assistant/summary/compliance,PASS,200
Security Officer,Operations,AI Ops Summary — Evidence,,,PASS,/mvp/ai-ops-assistant/summary/evidence,PASS,200
Security Officer,Operations,AI Ops Summary — Incident,,,PASS,/mvp/ai-ops-assistant/summary/incident,PASS,200
Security Officer,Operations,AI Ops Summary — Root_Cause,,,PASS,/mvp/ai-ops-assistant/summary/root_cause,PASS,200
Security Officer,AI SDLC Governance,AI SDLC Report Detail,,,PASS,/mvp/ai-sdlc/reports/app-compliance,PASS,200
Security Officer,AI SDLC Governance,AI SDLC Evidence Viewer,,,PASS,/mvp/ai-sdlc/evidence/view/EV-AISDLC-0001,PASS,200
Security Officer,Evidence,Evidence Review — ASST,,,PASS,/evidence/review?framework_name=ASST&control_name=ASST-01%20%E2%80%94%20Application%20Security%20Posture&evidence_id=EVD-ASS-011,PASS,200
Functional Head,Executive Overview,Main Dashboard,,,PASS,/dashboard,PASS,200
Functional Head,Executive Overview,CIO Evidence Analytics,,,PASS,/dashboard/cio,PASS,200
Functional Head,Executive Overview,Vertical Head Dashboard,,,PASS,/dashboard/vertical-head,PASS,200
Functional Head,Executive Overview,Compliance Dashboard,,,PASS,/dashboard/compliance-head,PASS,200
Functional Head,Executive Overview,Functional Head Dashboard,,,PASS,/dashboard/functional-head,PASS,200
Functional Head,Executive Overview,Demo Overview,,,PASS,/mvp/demo-overview,PASS,200
Functional Head,Executive Overview,Enterprise,,,PASS,/mvp/enterprise,PASS,200
Functional Head,Executive Overview,Pan India,,,PASS,/mvp/pan-india,PASS,200
Functional Head,Executive Overview,Reports,,,PASS,/mvp/reports,PASS,200
Functional Head,Executive Overview,Trends,,,PASS,/mvp/trends,PASS,200
Functional Head,Frameworks,Framework Loader,,,PASS,/mvp/framework-loader,PASS,200
Functional Head,Frameworks,Framework Administration,,,PASS,/mvp/framework-admin,PASS,200
Functional Head,Operations,Scheduler,,,PASS,/mvp/scheduler,PASS,200
Functional Head,Operations,AI Ops Assistant,,,PASS,/mvp/ai-ops-assistant,PASS,200
Functional Head,Operations,Bulk Upload,,,PASS,/mvp/upload,PASS,200
Functional Head,Operations,Bulk Upload Hub,,,PASS,/mvp/bulk-upload,PASS,200
Functional Head,Operations,Integrations,,,PASS,/mvp/integrations,PASS,200
Functional Head,Operations,Onboarding,,,PASS,/mvp/onboarding,PASS,200
Functional Head,Operations,Integrations Hub,,,PASS,/mvp/integrations-hub,PASS,200
Functional Head,Governance,Audit Prep,,,PASS,/mvp/audit-prep,PASS,200
Functional Head,Governance,Evidence Health,,,PASS,/mvp/evidence-health,PASS,200
Functional Head,Governance,Evidence Reuse,,,PASS,/mvp/reuse,PASS,200
Functional Head,Governance,Lifecycle,,,PASS,/mvp/lifecycle,PASS,200
Functional Head,Governance,Completeness,,,PASS,/mvp/completeness,PASS,200
Functional Head,Governance,App Comparison,,,PASS,/mvp/comparison,PASS,200
Functional Head,Governance,Search,,,PASS,/mvp/search,PASS,200
Functional Head,Governance,Evidence Approval Analytics,,,PASS,/mvp/evidence-approval,PASS,200
Functional Head,Governance,Close Gap Workflow,,,PASS,/mvp/workflow/close-gap,PASS,200
Functional Head,Governance,Assign Owner Workflow,,,PASS,/mvp/workflow/assign-owner,PASS,200
Functional Head,Governance,Upload Missing Workflow,,,PASS,/mvp/workflow/upload-missing,PASS,200
Functional Head,Governance,Mock Audit,,,PASS,/mvp/workflow/mock-audit,PASS,200
Functional Head,Enterprise GRC,Risk Register,,,PASS,/mvp/risk-register,PASS,200
Functional Head,Enterprise GRC,Exceptions / TD,,,PASS,/mvp/exceptions,PASS,200
Functional Head,Enterprise GRC,Exception Governance,,,PASS,/mvp/exception-governance,PASS,200
Functional Head,Enterprise GRC,CMDB / Assets,,,PASS,/mvp/cmdb,PASS,200
Functional Head,Enterprise GRC,Regulatory Mapping,,,PASS,/mvp/regulatory,PASS,200
Functional Head,Enterprise GRC,Executive Heatmaps,,,PASS,/mvp/heatmaps,PASS,200
Functional Head,Enterprise GRC,Cross-Tool Correlation,,,PASS,/mvp/correlation,PASS,200
Functional Head,Enterprise GRC,Governance Analytics,,,PASS,/mvp/governance-analytics,PASS,200
Functional Head,AI SDLC Governance,AI SDLC Home,,,PASS,/mvp/ai-sdlc,PASS,200
Functional Head,AI SDLC Governance,AI SDLC Control Tower,,,PASS,/mvp/ai-sdlc/control-tower,PASS,200
Functional Head,AI SDLC Governance,Application Onboarding,,,PASS,/mvp/ai-sdlc/onboarding,PASS,200
Functional Head,AI SDLC Governance,Requirements,,,PASS,/mvp/ai-sdlc/requirements,PASS,200
Functional Head,AI SDLC Governance,Design,,,PASS,/mvp/ai-sdlc/design,PASS,200
Functional Head,AI SDLC Governance,Development,,,PASS,/mvp/ai-sdlc/development,PASS,200
Functional Head,AI SDLC Governance,Testing,,,PASS,/mvp/ai-sdlc/testing,PASS,200
Functional Head,AI SDLC Governance,Go-Live,,,PASS,/mvp/ai-sdlc/golive,PASS,200
Functional Head,AI SDLC Governance,Evidence Collection,,,PASS,/mvp/ai-sdlc/evidence,PASS,200
Functional Head,AI SDLC Governance,Findings & Remediation,,,PASS,/mvp/ai-sdlc/findings,PASS,200
Functional Head,AI SDLC Governance,AI SDLC Reports,,,PASS,/mvp/ai-sdlc/reports,PASS,200
Functional Head,AI SDLC Governance,AI Governance,,,PASS,/mvp/ai-governance,PASS,200
Functional Head,AI SDLC Governance,AI Registry,,,PASS,/mvp/ai-registry,PASS,200
Functional Head,AI SDLC Governance,SDLC Gates,,,PASS,/mvp/sdlc-gates,PASS,200
Functional Head,AI SDLC Governance,Governance Quality,,,PASS,/mvp/governance-quality,PASS,200
Functional Head,Executive Overview,Compliance Dashboard,,,PASS,/dashboard/compliance-head,PASS,200
Functional Head,Frameworks,Framework — ASST,,,PASS,/framework/ASST,PASS,200
Functional Head,Frameworks,Framework — AppSec,,,PASS,/framework/AppSec,PASS,200
Functional Head,Frameworks,Framework — CSITE,,,PASS,/framework/CSITE,PASS,200
Functional Head,Frameworks,Framework — DB Baselining,,,PASS,/framework/DB%20Baselining,PASS,200
Functional Head,Frameworks,Framework — DPSC,,,PASS,/framework/DPSC,PASS,200
Functional Head,Frameworks,Framework — ISG,,,PASS,/framework/ISG,PASS,200
Functional Head,Frameworks,Framework — ISO27001,,,PASS,/framework/ISO27001,PASS,200
Functional Head,Frameworks,Framework — ITDRM,,,PASS,/framework/ITDRM,PASS,200
Functional Head,Frameworks,Framework — ITPP,,,PASS,/framework/ITPP,PASS,200
Functional Head,Frameworks,Framework — Nginx Baselining,,,PASS,/framework/Nginx%20Baselining,PASS,200
Functional Head,Frameworks,Framework — OS Baselining,,,PASS,/framework/OS%20Baselining,PASS,200
Functional Head,Frameworks,Framework — PCI DSS,,,PASS,/framework/PCI%20DSS,PASS,200
Functional Head,Frameworks,Framework — RBI Cyber Security,,,PASS,/framework/RBI%20Cyber%20Security,PASS,200
Functional Head,Frameworks,Framework — SOC2,,,PASS,/framework/SOC2,PASS,200
Functional Head,Frameworks,Framework — VAPT,,,PASS,/framework/VAPT,PASS,200
Functional Head,Operations,AI Ops Summary — Business,,,PASS,/mvp/ai-ops-assistant/summary/business,PASS,200
Functional Head,Operations,AI Ops Summary — Technical,,,PASS,/mvp/ai-ops-assistant/summary/technical,PASS,200
Functional Head,Operations,AI Ops Summary — Executive,,,PASS,/mvp/ai-ops-assistant/summary/executive,PASS,200
Functional Head,Operations,AI Ops Summary — Audit,,,PASS,/mvp/ai-ops-assistant/summary/audit,PASS,200
Functional Head,Operations,AI Ops Summary — Compliance,,,PASS,/mvp/ai-ops-assistant/summary/compliance,PASS,200
Functional Head,Operations,AI Ops Summary — Evidence,,,PASS,/mvp/ai-ops-assistant/summary/evidence,PASS,200
Functional Head,Operations,AI Ops Summary — Incident,,,PASS,/mvp/ai-ops-assistant/summary/incident,PASS,200
Functional Head,Operations,AI Ops Summary — Root_Cause,,,PASS,/mvp/ai-ops-assistant/summary/root_cause,PASS,200
Functional Head,AI SDLC Governance,AI SDLC Report Detail,,,PASS,/mvp/ai-sdlc/reports/app-compliance,PASS,200
Functional Head,AI SDLC Governance,AI SDLC Evidence Viewer,,,PASS,/mvp/ai-sdlc/evidence/view/EV-AISDLC-0001,PASS,200
Functional Head,Evidence,Evidence Review — ASST,,,PASS,/evidence/review?framework_name=ASST&control_name=ASST-01%20%E2%80%94%20Application%20Security%20Posture&evidence_id=EVD-ASS-011,PASS,200
Operations Owner,Executive Overview,Main Dashboard,,,PASS,/dashboard,PASS,200
Operations Owner,Executive Overview,CIO Evidence Analytics,,,PASS,/dashboard/cio,PASS,200
Operations Owner,Executive Overview,Vertical Head Dashboard,,,PASS,/dashboard/vertical-head,PASS,200
Operations Owner,Executive Overview,Compliance Dashboard,,,PASS,/dashboard/compliance-head,PASS,200
Operations Owner,Executive Overview,Functional Head Dashboard,,,PASS,/dashboard/functional-head,PASS,200
Operations Owner,Executive Overview,Demo Overview,,,PASS,/mvp/demo-overview,PASS,200
Operations Owner,Executive Overview,Enterprise,,,PASS,/mvp/enterprise,PASS,200
Operations Owner,Executive Overview,Pan India,,,PASS,/mvp/pan-india,PASS,200
Operations Owner,Executive Overview,Reports,,,PASS,/mvp/reports,PASS,200
Operations Owner,Executive Overview,Trends,,,PASS,/mvp/trends,PASS,200
Operations Owner,Frameworks,Framework Loader,,,PASS,/mvp/framework-loader,PASS,200
Operations Owner,Frameworks,Framework Administration,,,PASS,/mvp/framework-admin,PASS,200
Operations Owner,Operations,Scheduler,,,PASS,/mvp/scheduler,PASS,200
Operations Owner,Operations,AI Ops Assistant,,,PASS,/mvp/ai-ops-assistant,PASS,200
Operations Owner,Operations,Bulk Upload,,,PASS,/mvp/upload,PASS,200
Operations Owner,Operations,Bulk Upload Hub,,,PASS,/mvp/bulk-upload,PASS,200
Operations Owner,Operations,Integrations,,,PASS,/mvp/integrations,PASS,200
Operations Owner,Operations,Onboarding,,,PASS,/mvp/onboarding,PASS,200
Operations Owner,Operations,Integrations Hub,,,PASS,/mvp/integrations-hub,PASS,200
Operations Owner,Governance,Audit Prep,,,PASS,/mvp/audit-prep,PASS,200
Operations Owner,Governance,Evidence Health,,,PASS,/mvp/evidence-health,PASS,200
Operations Owner,Governance,Evidence Reuse,,,PASS,/mvp/reuse,PASS,200
Operations Owner,Governance,Lifecycle,,,PASS,/mvp/lifecycle,PASS,200
Operations Owner,Governance,Completeness,,,PASS,/mvp/completeness,PASS,200
Operations Owner,Governance,App Comparison,,,PASS,/mvp/comparison,PASS,200
Operations Owner,Governance,Search,,,PASS,/mvp/search,PASS,200
Operations Owner,Governance,Evidence Approval Analytics,,,PASS,/mvp/evidence-approval,PASS,200
